Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
38137,11/18/2025,Root Touch-up,WONH01,SARAH,1,90,4.5,7.2,,100,0,,
38138,11/18/2025,Type 2 Haircut,MEDJ01,RYAN,1,100,5,8,,100,0,,
38139,11/18/2025,Type 2 Haircut,SMAL01,ASAMI,1,90,4.5,7.2,,100,0,,
38140,11/18/2025,Type 2 Haircut,WOOK01,JJ,1,125,6.25,10,,100,0,,
38140,11/18/2025,Partial Head highlights,WOOK01,JOANNE,1,150,7.5,12,,100,0,,
38140,11/18/2025,Toner Add-on,WOOK01,JOANNE,1,50,2.5,4,,100,0,,
38141,11/18/2025,Type 1 Haircut,ETHW01,ASAMI,1,60,3,4.8,,100,0,,
38142,11/18/2025,Root Touch-up,SHEM04,OLGA,1,90,4.5,7.2,,100,0,,
38143,11/18/2025,Repair Resrorative treat 200g,WALK_IN,JJ,1,50.4,2.52,4.032,,0,0,,
38144,11/18/2025,MK Hair Botox with home care,FRAD01,SARAH,1,400,20,32,,100,0,,
38144,11/18/2025,Type 2 Haircut,FRAD01,SARAH,1,90,4.5,7.2,,100,0,,
38145,11/18/2025,Additional colour,HUDS01,JOANNE,1,25,1.25,2,,100,0,,
38145,11/18/2025,Root Touch-up,HUDS01,JOANNE,1,90,4.5,7.2,,100,0,,
38145,11/18/2025,Type 2 Haircut,HUDS01,JJ,1,125,6.25,10,,100,0,,
38145,11/18/2025,Repair Resrorative treat 200g,HUDS01,JJ,1,50.4,2.52,4.032,,0,0,,
38146,11/18/2025,Type 2 Haircut,THAS04,ASAMI,1,90,4.5,7.2,,100,0,,
38147,11/18/2025,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
38148,11/18/2025,Type 1 Haircut,MILM03,JJ,1,80,4,6.4,,100,0,,
38149,11/18/2025,Type 2 Haircut,SINY01,GUMI,1,100,5,8,,100,0,,
38150,11/19/2025,Type 1 Haircut,FIND02,JJ,1,80,4,6.4,,100,0,,
38151,11/19/2025,Type 2 Haircut,GELK01,JJ,1,125,6.25,10,,100,0,,
38153,11/19/2025,Toner Add-on,BORP01,SARAH,1,50,2.5,4,,100,0,,
38153,11/19/2025,Root Touch-up,BORP01,SARAH,1,90,4.5,7.2,,100,0,,
38154,11/19/2025,Root Touch-up,CHIM04,JOANNE,1,90,4.5,7.2,,100,0,,
38154,11/19/2025,Blowdry,CHIM04,RYAN,1,60,3,4.8,,100,0,,
38155,11/19/2025,Type 1 Haircut,TRES01,JJ,1,80,4,6.4,,100,0,,
38156,11/19/2025,Fringe cut,CHAS05,ASAMI,1,20,1,1.6,,100,0,,
38157,11/19/2025,Blowdry,VELJ01,OLGA,1,55,2.75,4.4,,100,0,,
38157,11/19/2025,Milbon Treatment Add-on,VELJ01,OLGA,1,65,3.25,5.2,,100,0,,
38158,11/19/2025,Type 2 Haircut,CHAD02,JJ,1,125,6.25,10,,100,0,,
38160,11/19/2025,Type 1 Haircut,HARJ01,JJ,1,80,4,6.4,,100,0,,
38161,11/19/2025,Blowdry,PRIA01,OLGA,1,55,2.75,4.4,,100,0,,
38161,11/19/2025,Accent High Lights(under 15foi,PRIA01,OLGA,1,100,5,8,,100,0,,
38161,11/19/2025,Toner Add-on,PRIA01,OLGA,1,50,2.5,4,,100,0,,
38162,11/19/2025,Type 1 Haircut,GILM01,JJ,1,80,4,6.4,,100,0,,
38163,11/19/2025,Root Touch-up,STOR01,OLGA,1,90,4.5,7.2,,100,0,,
38165,11/19/2025,Type 1 Haircut,MCCB01,JJ,1,80,4,6.4,,100,0,,
38166,11/19/2025,Type 1 Haircut,FEA*01,ASAMI,1,60,3,4.8,,100,0,,
38168,11/19/2025,Type 1 Haircut,LIMB01,JJ,1,80,4,6.4,,100,0,,
38169,11/19/2025,Partial Head highlights,MATL01,SARAH,1,130,6.5,10.4,,100,0,,
38169,11/19/2025,Toner Add-on,MATL01,SARAH,1,50,2.5,4,,100,0,,
38169,11/19/2025,Blowdry,MATL01,GUMI,1,60,3,4.8,,100,0,,
38169,11/19/2025,Root Touch-up,MATL01,SARAH,1,90,4.5,7.2,,100,0,,
38170,11/19/2025,Blowdry,JALJ01,RYAN,1,60,3,4.8,,100,0,,
38171,11/19/2025,Type 1 Haircut,TAKT01,ASAMI,1,40,2,3.2,,100,0,,
38172,11/19/2025,Type 1 Haircut,SECA01,JJ,1,0,0,0,,100,0,,
38173,11/19/2025,Type 1 Haircut,REND02,ASAMI,1,60,3,4.8,,100,0,,
38176,11/19/2025,Toner Add-on,ALID01,OLGA,1,50,2.5,4,,100,0,,
38176,11/19/2025,Type 2 Haircut,ALID01,JJ,1,125,6.25,10,,100,0,,
38176,11/19/2025,Metal Detox,ALID01,OLGA,1,35,1.75,2.8,,100,0,,
38176,11/19/2025,full head highlights,ALID01,OLGA,1,170,8.5,13.6,,100,0,,
38176,11/19/2025,PO strength cure sh 250ml,ALID01,JJ,1,40,2,3.2,,0,0,,
38177,11/19/2025,Type 1 Haircut,MINN01,ASAMI,1,40,2,3.2,,100,0,,
38178,11/19/2025,Type 2 Haircut,STOA02,OLGA,1,90,4.5,7.2,,100,0,,
38179,11/19/2025,Type 1 Haircut,ROGD01,JJ,1,80,4,6.4,,100,0,,
38180,11/20/2025,Type 1 Haircut,FONN01,JJ,1,80,4,6.4,,100,0,,
38181,11/20/2025,Blowdry,KENS03,ASAMI,1,55,2.75,4.4,,100,0,,
38182,11/20/2025,Type 2 Haircut,ZHIJ01,JJ,1,125,6.25,10,,100,0,,
38183,11/20/2025,Type 2 Haircut,JUNL01,JJ,1,125,6.25,10,,100,0,,
38184,11/20/2025,Type 2 Haircut,MCM02,MAYUMI,1,90,4.5,7.2,,100,0,,
38184,11/20/2025,Root Touch-up,MCM02,MAYUMI,1,90,4.5,7.2,,100,0,,
38185,11/20/2025,Type 1 Haircut,STOA01,JJ,1,60,3,4.8,,100,0,,
38185,11/20/2025,camo color,STOA01,JJ,1,37.5,1.875,3,,100,0,,
38186,11/20/2025,Type 2 Haircut,GOBL01,MAYUMI,1,90,4.5,7.2,,100,0,,
38187,11/20/2025,Blowdry,AUCB02,JJ,1,70,3.5,5.6,,100,0,,
38187,11/20/2025,Root Touch-up,AUCB02,SARAH,1,90,4.5,7.2,,100,0,,
38188,11/20/2025,Type 2 Haircut,SPEW01,JJ,1,125,6.25,10,,100,0,,
38188,11/20/2025,Accent High Lights(under 15foi,SPEW01,JOANNE,1,120,6,9.6,,100,0,,
38189,11/20/2025,Blowdry,TULM01,ASAMI,1,55,2.75,4.4,,100,0,,
38191,11/20/2025,Blowdry,CHAJ04,MAYUMI,1,55,2.75,4.4,,100,0,,
38193,11/20/2025,Type 2 Haircut,ROWP01,MAYUMI,1,90,4.5,7.2,,100,0,,
38193,11/20/2025,Partial Head highlights,ROWP01,JOANNE,1,150,7.5,12,,100,0,,
38194,11/20/2025,Type 1 Haircut,LAIN01,ASAMI,1,60,3,4.8,,100,0,,
38195,11/20/2025,Blowdry,ARRM01,GUMI,1,60,3,4.8,,100,0,,
38196,11/20/2025,Type 2 Haircut,HEIM01,JJ,1,125,6.25,10,,100,0,,
38198,11/20/2025,Toner Add-on,SAUS01,SARAH,1,50,2.5,4,,100,0,,
38198,11/20/2025,Olaplex,SAUS01,SARAH,1,35,1.75,2.8,,100,0,,
38198,11/20/2025,Root Touch-up(Bleach/HighLift),SAUS01,SARAH,1,100,5,8,,100,0,,
38199,11/20/2025,Blowdry,SRIS01,ASAMI,1,55,2.75,4.4,,100,0,,
38199,11/20/2025,Milbon Treatment Add-on,SRIS01,ASAMI,1,65,3.25,5.2,,100,0,,
38200,11/20/2025,Root Touch-up,HEAJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
38201,11/20/2025,Type 2 Haircut,PAIK01,MAYUMI,1,90,4.5,7.2,,100,0,,
38202,11/20/2025,Type 2 Haircut,LOVM01,GUMI,1,100,5,8,,100,0,,
38203,11/20/2025,Type 2 Haircut,STEA04,JJ,1,125,6.25,10,,100,0,,
38203,11/20/2025,full head highlights,STEA04,JOANNE,1,190,9.5,15.2,,100,0,,
38203,11/20/2025,Additional colour,STEA04,JOANNE,1,25,1.25,2,,100,0,,
38203,11/20/2025,Milbon Gift Bag Regular,STEA04,JJ,1,69.12,3.456,5.5296,,0,0,,
38204,11/20/2025,Root Touch-up,COLJ02,JOANNE,1,90,4.5,7.2,,100,0,,
38205,11/20/2025,Type 1 Haircut,MARK01,JJ,1,80,4,6.4,,100,0,,
38206,11/21/2025,Type 1 Haircut,GALB01,JJ,1,70,3.5,5.6,,100,0,,
38208,11/21/2025,Root Touch-up,COLG01,JOANNE,1,90,4.5,7.2,,100,0,,
38208,11/21/2025,Blowdry,COLG01,JJ,1,70,3.5,5.6,,100,0,,
38209,11/21/2025,Type 2 Haircut,WEAJ01,MAYUMI,1,90,4.5,7.2,,100,0,,
38210,11/21/2025,Mibon Puff Finishing Paste 100,WALK_IN,GUMI,1,44.8,2.24,3.584,,0,0,,
38211,11/21/2025,Type 2 Haircut,METR02,GUMI,1,100,5,8,,100,0,,
38212,11/21/2025,Type 2 Haircut,MACV01,JJ,1,125,6.25,10,,100,0,,
38213,11/21/2025,Type 2+ Haircut,RABS01,MAYUMI,1,115,5.75,9.2,,100,0,,
38214,11/21/2025,full head highlights,BEAM01,RYAN,1,170,8.5,13.6,,100,0,,
38214,11/21/2025,Type 2 Haircut,BEAM01,RYAN,1,100,5,8,,100,0,,
38214,11/21/2025,Toner Add-on,BEAM01,RYAN,1,50,2.5,4,,100,0,,
38215,11/21/2025,Type 2 Haircut,ANGL01,JJ,1,125,6.25,10,,100,0,,
38216,11/21/2025,Type 2 Haircut,MAHM01,MAYUMI,1,90,4.5,7.2,,100,0,,
38217,11/21/2025,Type 2 Haircut,GRU*01,GUMI,1,100,5,8,,100,0,,
38218,11/21/2025,Type 2 Haircut,LIBL01,OLGA,1,90,4.5,7.2,,100,0,,
38218,11/21/2025,Additional colour,LIBL01,OLGA,1,25,1.25,2,,100,0,,
38218,11/21/2025,Root Touch-up,LIBL01,OLGA,1,90,4.5,7.2,,100,0,,
38219,11/21/2025,Root Touch-up,MAIL01,OLGA,1,90,4.5,7.2,,100,0,,
38219,11/21/2025,Additional colour,MAIL01,OLGA,1,25,1.25,2,,100,0,,
38221,11/21/2025,Toner Add-on,TOND01,JOANNE,1,50,2.5,4,,100,0,,
38221,11/21/2025,Type 2 Haircut,TOND01,MAYUMI,1,90,4.5,7.2,,100,0,,
38221,11/21/2025,Root Touch-up,TOND01,JOANNE,1,90,4.5,7.2,,100,0,,
38221,11/21/2025,Partial Head highlights,TOND01,JOANNE,1,150,7.5,12,,100,0,,
38222,11/21/2025,Type 2 Haircut,MINA01,JJ,1,125,6.25,10,,100,0,,
38224,11/21/2025,Type 2 Haircut,MAJE01,RYAN,1,100,5,8,,100,0,,
38224,11/21/2025,Milbon Gift Bag Regular,MAJE01,RYAN,1,69.12,3.456,5.5296,,0,0,,
38224,11/21/2025,Moisture Replenishing Sh 200ml,MAJE01,RYAN,1,36,1.8,2.88,,0,0,,
38225,11/21/2025,Type 2+ Haircut,KENA01,OLGA,1,115,5.75,9.2,,100,0,,
38227,11/21/2025,Type 1 Haircut,VEND01,JJ,1,80,4,6.4,,100,0,,
38228,11/21/2025,Type 2 Haircut,TUMA01,MAYUMI,1,90,4.5,7.2,,100,0,,
38229,11/21/2025,Blowdry,OJOA01,GUMI,1,60,3,4.8,,100,0,,
38229,11/21/2025,Heat Tool Finish,OJOA01,GUMI,1,10,0.5,0.8,,100,0,,
38230,11/21/2025,Root Touch-up,MURA03,JOANNE,1,90,4.5,7.2,,100,0,,
38230,11/21/2025,Toner Add-on,MURA03,JOANNE,1,50,2.5,4,,100,0,,
38230,11/21/2025,Additional colour,MURA03,JOANNE,1,40,2,3.2,,100,0,,
38230,11/21/2025,Partial Head highlights,MURA03,JOANNE,1,150,7.5,12,,100,0,,
38231,11/21/2025,Type 2+ Haircut,ALIP01,JJ,1,150,7.5,12,,100,0,,
38232,11/21/2025,Type 2 Haircut,YEEH02,MAYUMI,1,90,4.5,7.2,,100,0,,
38233,11/22/2025,Type 1 Haircut,KARJ01,ASAMI,1,60,3,4.8,,100,0,,
38234,11/22/2025,Type 2 Haircut,HK01,JJ,1,125,6.25,10,,100,0,,
38235,11/22/2025,Heat Tool Finish,DET02,MAYUMI,1,10,0.5,0.8,,100,0,,
38235,11/22/2025,Blowdry,DET02,MAYUMI,1,55,2.75,4.4,,100,0,,
38235,11/22/2025,Consultation,DET02,MAYUMI,1,0,0,0,,100,0,,
38235,11/22/2025,Repair heat protective mist120,DET02,MAYUMI,1,54,2.7,4.32,,0,0,,
38236,11/22/2025,Root Touch-up,LITJ01,OLGA,1,90,4.5,7.2,,100,0,,
38236,11/22/2025,Repair Primer Fine 120g,LITJ01,OLGA,1,50.4,2.52,4.032,,0,0,,
38237,11/22/2025,Root Touch-up,RODG01,SARAH,1,90,4.5,7.2,,100,0,,
38237,11/22/2025,Blowdry,RODG01,MAYUMI,1,55,2.75,4.4,,100,0,,
38237,11/22/2025,Consultation,RODG01,HOUSE,1,-145,-7.25,-11.6,,100,0,,
38239,11/22/2025,Blowdry,WOOJ01,GUMI,1,60,3,4.8,,100,0,,
38240,11/22/2025,Blowdry,PERG01,ASAMI,1,55,2.75,4.4,,100,0,,
38240,11/22/2025,Root Touch-up,PERG01,SARAH,1,90,4.5,7.2,,100,0,,
38240,11/22/2025,MK Frizz Ease 50ml,PERG01,ASAMI,1,43.11,2.1555,3.4488,,0,0,,
38241,11/22/2025,Type 1 Haircut,BLON02,RYAN,1,60,3,4.8,,100,0,,
38241,11/22/2025,TA SuperDust 7g,BLON02,RYAN,1,33.3,1.665,2.664,,0,0,,
38242,11/22/2025,Type 1 Haircut,KIMT02,JJ,1,80,4,6.4,,100,0,,
38243,11/22/2025,Type 2 Haircut,ROSB02,JJ,1,125,6.25,10,,100,0,,
38243,11/22/2025,AG Tousled Texture 142g,ROSB02,JJ,1,28.8,1.44,2.304,,0,0,,
38244,11/22/2025,Blowdry,BARS05,JJ,1,0,0,0,,100,0,,
38245,11/22/2025,Root Touch-up,KERA02,SARAH,1,90,4.5,7.2,,100,0,,
38246,11/22/2025,Type 2 Haircut,KIMS01,JJ,1,0,0,0,,100,0,,
38247,11/22/2025,Toner Add-on,MCCM01,MAYUMI,1,50,2.5,4,,100,0,,
38247,11/22/2025,Type 2 Haircut,MCCM01,ASAMI,1,90,4.5,7.2,,100,0,,
38247,11/22/2025,Additional colour,MCCM01,MAYUMI,1,25,1.25,2,,100,0,,
38247,11/22/2025,Balayage Full,MCCM01,MAYUMI,1,240,12,19.2,,100,0,,
38248,11/22/2025,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
38249,11/22/2025,full head highlights,COWL01,RYAN,1,170,8.5,13.6,,100,0,,
38251,11/22/2025,misc retail,WALK_IN,GUMI,1,18,0.9,1.44,,0,0,,
38252,11/22/2025,Type 2 Haircut,CORC01,GUMI,1,100,5,8,,100,0,,
38253,11/22/2025,Additional colour,SMAT01,OLGA,1,25,1.25,2,,100,0,,
38253,11/22/2025,Additional colour,SMAT01,OLGA,1,25,1.25,2,,100,0,,
38253,11/22/2025,Blowdry,SMAT01,OLGA,1,55,2.75,4.4,,100,0,,
38253,11/22/2025,Additional colour,SMAT01,OLGA,1,25,1.25,2,,100,0,,
38253,11/22/2025,Toner Add-on,SMAT01,OLGA,1,50,2.5,4,,100,0,,
38253,11/22/2025,Balayage Full,SMAT01,OLGA,1,240,12,19.2,,100,0,,
38253,11/22/2025,Metal Detox,SMAT01,OLGA,1,35,1.75,2.8,,100,0,,
38253,11/22/2025,Repair Primer Coarse 120g,SMAT01,OLGA,1,50.4,2.52,4.032,,0,0,,
38254,11/22/2025,Blowdry,WONM02,JJ,1,70,3.5,5.6,,100,0,,
38254,11/22/2025,BDB reimbursement by house,WONM02,HOUSE,1,-70,-3.5,-5.6,,100,0,,
38255,11/22/2025,Type 2 Haircut,BAKN01,JJ,1,125,6.25,10,,100,0,,
38255,11/22/2025,Root Touch-up,BAKN01,OLGA,1,90,4.5,7.2,,100,0,,
38255,11/22/2025,Additional colour,BAKN01,OLGA,1,25,1.25,2,,100,0,,
38256,11/22/2025,Toner/gloss Stand Alone,COCC02,MAYUMI,1,85,4.25,6.8,,100,0,,
38256,11/22/2025,Type 2 Haircut,COCC02,MAYUMI,1,90,4.5,7.2,,100,0,,
38257,11/22/2025,Toner Add-on,DEC03,SARAH,1,50,2.5,4,,100,0,,
38257,11/22/2025,Partial Head highlights,DEC03,SARAH,1,130,6.5,10.4,,100,0,,
38257,11/22/2025,Blowdry,DEC03,ASAMI,1,55,2.75,4.4,,100,0,,
38258,11/22/2025,Fringe cut,JHAM02,GUMI,1,20,1,1.6,,100,0,,
38259,11/25/2025,Root Touch-up,ROGM01,SARAH,1,90,4.5,7.2,,100,0,,
38260,11/25/2025,Type 2 Haircut,RIHM01,JJ,1,125,6.25,10,,100,0,,
38261,11/25/2025,Type 1 Haircut,MANL01,JJ,1,80,4,6.4,,100,0,,
38262,11/25/2025,Toner/gloss Stand Alone,FORA01,SARAH,1,85,4.25,6.8,,100,0,,
38263,11/25/2025,Toner Add-on,HOVO01,OLGA,1,50,2.5,4,,100,0,,
38263,11/25/2025,Accent High Lights(under 15foi,HOVO01,OLGA,1,100,5,8,,100,0,,
38263,11/25/2025,Type 2+ Haircut,HOVO01,OLGA,1,115,5.75,9.2,,100,0,,
38264,11/25/2025,Type 1 Haircut,REIM01,JJ,1,80,4,6.4,,100,0,,
38265,11/25/2025,Type 1 Haircut,BRAN01,ASAMI,1,60,3,4.8,,100,0,,
38266,11/25/2025,Color full color,LEAJ01,JOANNE,1,140,7,11.2,,100,0,,
38266,11/25/2025,Blowdry,LEAJ01,JJ,1,70,3.5,5.6,,100,0,,
38267,11/25/2025,Type 1 Haircut,OWED01,JJ,1,0,0,0,,100,0,,
38268,11/25/2025,Milbon Gift Bag Regular,WALK_IN,RYAN,1,69.12,3.456,5.5296,,0,0,,
38269,11/25/2025,Type 2 Haircut,RUBL01,OLGA,1,90,4.5,7.2,,100,0,,
38269,11/25/2025,Additional colour,RUBL01,OLGA,1,25,1.25,2,,100,0,,
38269,11/25/2025,Root Touch-up,RUBL01,OLGA,1,90,4.5,7.2,,100,0,,
38270,11/25/2025,Type 1 Haircut,KITR01,JJ,1,80,4,6.4,,100,0,,
38271,11/25/2025,Type 1 Haircut,???J02,ASAMI,1,60,3,4.8,,100,0,,
38272,11/25/2025,Fringe cut,CUT*01,GUMI,1,20,1,1.6,,100,0,,
38273,11/25/2025,Type 2 Haircut,KAYM01,ASAMI,1,90,4.5,7.2,,100,0,,
38274,11/25/2025,Type 2 Haircut,LEUA01,JJ,1,120,6,9.6,,100,0,,
38275,11/25/2025,Toner Add-on,MINA01,JOANNE,1,50,2.5,4,,100,0,,
38275,11/25/2025,Partial Head highlights,MINA01,JOANNE,1,150,7.5,12,,100,0,,
38276,11/25/2025,Accent High Lights(under 15foi,TICK01,OLGA,1,100,5,8,,100,0,,
38276,11/25/2025,Toner Add-on,TICK01,OLGA,1,50,2.5,4,,100,0,,
38276,11/25/2025,Type 1 Haircut,TICK01,OLGA,1,55,2.75,4.4,,100,0,,
38276,11/25/2025,Root Touch-up,TICK01,OLGA,1,90,4.5,7.2,,100,0,,
38276,11/25/2025,Repair Primer Fine 120g,TICK01,OLGA,1,50.4,2.52,4.032,,0,0,,
38276,11/25/2025,Milbon Gift Bag Regular,TICK01,OLGA,1,69.12,3.456,5.5296,,0,0,,
38277,11/25/2025,Type 1 Haircut,WHYL01,JJ,1,80,4,6.4,,100,0,,
38278,11/25/2025,Accent High Lights(under 15foi,KRAM01,SARAH,1,100,5,8,,100,0,,
38278,11/25/2025,Consultation,KRAM01,HOUSE,1,-100,-5,-8,,100,0,,
38279,11/25/2025,Type 1 Haircut,TAYN01,JJ,1,80,4,6.4,,100,0,,
38279,11/25/2025,PO Hydrate sheer sh 250ml,TAYN01,JJ,1,45,2.25,3.6,,0,0,,
38280,11/25/2025,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
38281,11/26/2025,Type 2 Haircut,KERT01,JJ,1,115,5.75,9.2,,100,0,,
38281,11/26/2025,Mibon Puff Finishing Paste 100,KERT01,JJ,1,44.8,2.24,3.584,,0,0,,
38282,11/26/2025,Type 2 Haircut,FOXS01,JJ,1,0,0,0,,100,0,,
38283,11/26/2025,Additional colour,HENF01,SARAH,1,25,1.25,2,,100,0,,
38283,11/26/2025,Root Touch-up,HENF01,SARAH,1,90,4.5,7.2,,100,0,,
38283,11/26/2025,Blowdry,HENF01,ASAMI,1,55,2.75,4.4,,100,0,,
38284,11/26/2025,Type 2 Haircut,SCHJ07,JJ,1,125,6.25,10,,100,0,,
38285,11/26/2025,Type 2 Haircut,MORC01,OLGA,1,90,4.5,7.2,,100,0,,
38286,11/26/2025,Type 1 Haircut,STER01,JJ,1,80,4,6.4,,100,0,,
38287,11/26/2025,Root Touch-up,KENE01,SARAH,1,90,4.5,7.2,,100,0,,
38288,11/26/2025,Color full color,GLON01,SARAH,1,140,7,11.2,,100,0,,
38288,11/26/2025,Blowdry,GLON01,ASAMI,1,55,2.75,4.4,,100,0,,
38290,11/26/2025,Milbon Treatment Add-on,STOR01,OLGA,1,65,3.25,5.2,,100,0,,
38290,11/26/2025,Type 1 Haircut,STOR01,OLGA,1,55,2.75,4.4,,100,0,,
38291,11/26/2025,Root Touch-up,JACD01,RYAN,1,90,4.5,7.2,,100,0,,
38292,11/26/2025,Type 2+ Haircut,SANE03,GUMI,1,125,6.25,10,,100,0,,
38293,11/26/2025,Type 2 Haircut,GAVH01,JJ,1,125,6.25,10,,100,0,,
38294,11/26/2025,Type 2 Haircut,WEIA01,JJ,1,125,6.25,10,,100,0,,
38295,11/26/2025,Type 2 Haircut,WHYS01,RYAN,1,100,5,8,,100,0,,
38296,11/26/2025,Type 2 Haircut,VERM01,JJ,1,125,6.25,10,,100,0,,
38297,11/26/2025,Type 1 Haircut,WONB02,ASAMI,1,40,2,3.2,,100,0,,
38298,11/26/2025,Type 2 Haircut,HAY*01,OLGA,1,90,4.5,7.2,,100,0,,
38299,11/26/2025,Type 1 Haircut,SNOC01,JJ,1,80,4,6.4,,100,0,,
38300,11/26/2025,Toner Add-on,ROUG02,SARAH,1,50,2.5,4,,100,0,,
38300,11/26/2025,Type 2 Haircut,ROUG02,SARAH,1,90,4.5,7.2,,100,0,,
38300,11/26/2025,Additional colour,ROUG02,SARAH,1,25,1.25,2,,100,0,,
38300,11/26/2025,Balayage Touch-up,ROUG02,SARAH,1,190,9.5,15.2,,100,0,,
38301,11/26/2025,Type 1 Haircut,DELD01,JJ,1,70,3.5,5.6,,100,0,,
38302,11/26/2025,Type 2 Haircut,REYN02,ASAMI,1,90,4.5,7.2,,100,0,,
38303,11/26/2025,Type 1 Haircut,JUNW01,JJ,1,80,4,6.4,,100,0,,
38305,11/26/2025,Type 2 Haircut,JALJ01,ASAMI,1,90,4.5,7.2,,100,0,,
38306,11/26/2025,Blowdry,HERC01,RYAN,1,60,3,4.8,,100,0,,
38307,11/26/2025,Type 1 Haircut,SPEJ03,JJ,1,80,4,6.4,,100,0,,
38308,11/26/2025,Type 2 Haircut,WAGK01,ASAMI,1,90,4.5,7.2,,100,0,,
38309,11/27/2025,Type 1 Haircut,MOWN01,ASAMI,1,60,3,4.8,,100,0,,
38310,11/27/2025,Type 2 Haircut,GOLM02,JJ,1,125,6.25,10,,100,0,,
38311,11/27/2025,Type 1 Haircut,COHG01,ASAMI,1,60,3,4.8,,100,0,,
38312,11/27/2025,Type 2 Haircut,GRAL02,JJ,1,125,6.25,10,,100,0,,
38313,11/27/2025,Fringe cut,MATL01,GUMI,1,20,1,1.6,,100,0,,
38313,11/27/2025,Blowdry,MATL01,GUMI,1,60,3,4.8,,100,0,,
38314,11/27/2025,Type 2 Haircut,CAM*01,JJ,1,125,6.25,10,,100,0,,
38315,11/27/2025,Milbon Gift Bag Regular,WALK_IN,MAYUMI,2,138.24,6.912,11.0592,,0,0,,
38316,11/27/2025,Type 2 Haircut,DUGC01,GUMI,1,100,5,8,,100,0,,
38317,11/27/2025,Type 2 Haircut,KALM01,JJ,1,125,6.25,10,,100,0,,
38318,11/27/2025,Root Touch-up,BROF01,JOANNE,1,90,4.5,7.2,,100,0,,
38318,11/27/2025,Blowdry,BROF01,ASAMI,1,55,2.75,4.4,,100,0,,
38318,11/27/2025,Additional colour,BROF01,JOANNE,1,25,1.25,2,,100,0,,
38318,11/27/2025,Accent High Lights(under 15foi,BROF01,JOANNE,1,120,6,9.6,,100,0,,
38320,11/27/2025,Root Touch-up,MILL03,SARAH,1,90,4.5,7.2,,100,0,,
38320,11/27/2025,Type 2 Haircut,MILL03,SARAH,1,90,4.5,7.2,,100,0,,
38321,11/27/2025,Type 2 Haircut,HAZJ01,GUMI,1,100,5,8,,100,0,,
38321,11/27/2025,Consultation,HAZJ01,HOUSE,1,-100,-5,-8,,100,0,,
38322,11/27/2025,Type 2 Haircut,LEVL01,JJ,1,115,5.75,9.2,,100,0,,
38323,11/27/2025,Accent High Lights(under 15foi,CINA01,JOANNE,1,120,6,9.6,,100,0,,
38323,11/27/2025,Blowdry,CINA01,GUMI,1,60,3,4.8,,100,0,,
38324,11/27/2025,redo,MAHM01,JJ,1,0,0,0,,100,0,,
38325,11/27/2025,Type 1 Haircut,BELM03,ASAMI,1,60,3,4.8,,100,0,,
38327,11/27/2025,Type 1 Haircut,SOT01,ASAMI,1,40,2,3.2,,100,0,,
38327,11/27/2025,LP TA Extreme Lacquer,SOT01,ASAMI,1,33.3,1.665,2.664,,0,0,,
38328,11/27/2025,Blowdry,PER*01,JJ,1,70,3.5,5.6,,100,0,,
38328,11/27/2025,Partial Head highlights,PER*01,SARAH,1,130,6.5,10.4,,100,0,,
38328,11/27/2025,Additional colour,PER*01,SARAH,1,25,1.25,2,,100,0,,
38329,11/27/2025,Type 2 Haircut,NERE02,GUMI,1,100,5,8,,100,0,,
38330,11/27/2025,Toner Add-on,TAMA03,MAYUMI,1,50,2.5,4,,100,0,,
38330,11/27/2025,Type 2 Haircut,TAMA03,MAYUMI,1,90,4.5,7.2,,100,0,,
38330,11/27/2025,Toner Add-on,TAMA03,MAYUMI,1,50,2.5,4,,100,0,,
38330,11/27/2025,Balayage Full,TAMA03,MAYUMI,1,240,12,19.2,,100,0,,
38332,11/27/2025,Blowdry,WIJM01,GUMI,1,60,3,4.8,,100,0,,
38332,11/27/2025,Color full color,WIJM01,SARAH,1,140,7,11.2,,100,0,,
38332,11/27/2025,PO strength cure sh 250ml,WIJM01,SARAH,1,45,2.25,3.6,,0,0,,
38332,11/27/2025,PO color fanatic 200ml,WIJM01,SARAH,1,40.5,2.025,3.24,,0,0,,
38333,11/27/2025,Type 2 Haircut,PERM04,ASAMI,1,90,4.5,7.2,,100,0,,
38334,11/27/2025,Type 2 Haircut,KEMB02,MAYUMI,1,90,4.5,7.2,,100,0,,
38335,11/27/2025,Toner Add-on,WENR01,JOANNE,1,50,2.5,4,,100,0,,
38335,11/27/2025,Toner Add-on,WENR01,JOANNE,1,50,2.5,4,,100,0,,
38335,11/27/2025,full head highlights,WENR01,JOANNE,1,190,9.5,15.2,,100,0,,
38335,11/27/2025,Additional colour,WENR01,JOANNE,1,25,1.25,2,,100,0,,
38336,11/27/2025,Type 2 Haircut,SACR01,MAYUMI,1,90,4.5,7.2,,100,0,,
38337,11/27/2025,Type 2 Haircut,DODK01,JJ,1,125,6.25,10,,100,0,,
