Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
38338,11/27/2025,Type 2 Haircut,LEHF01,JJ,1,125,6.25,10,,100,0,,
38339,11/28/2025,Blowdry,COLG01,JJ,1,70,3.5,5.6,,100,0,,
38340,11/28/2025,Type 1 Haircut,RITN01,GUMI,1,65,3.25,5.2,,100,0,,
38341,11/28/2025,Type 1 Haircut,DUCF01,JJ,1,80,4,6.4,,100,0,,
38342,11/28/2025,Blowdry,DJAB01,MAYUMI,1,55,2.75,4.4,,100,0,,
38343,11/28/2025,Type 2 Haircut,ROSN02,JJ,1,105,5.25,8.4,,100,0,,
38344,11/28/2025,MK Hair Botox with home care,ARMT01,SARAH,1,400,20,32,,100,0,,
38344,11/28/2025,MK replenishing Con 300ml,ARMT01,SARAH,1,0,0,0,,0,0,,
38344,11/28/2025,MK replenishing Sh 300ml,ARMT01,SARAH,1,0,0,0,,0,0,,
38344,11/28/2025,MK replenishing Sh 300ml,ARMT01,SARAH,1,34.11,1.7055,2.7288,,0,0,,
38345,11/28/2025,Type 2 Haircut,BOZM01,GUMI,1,100,5,8,,100,0,,
38345,11/28/2025,full head highlights,BOZM01,JOANNE,1,190,9.5,15.2,,100,0,,
38345,11/28/2025,Toner Add-on,BOZM01,JOANNE,1,50,2.5,4,,100,0,,
38346,11/28/2025,Type 1 Haircut,FOUP01,RYAN,1,60,3,4.8,,100,0,,
38347,11/28/2025,Type 1 Haircut,USHT01,JJ,1,80,4,6.4,,100,0,,
38350,11/28/2025,Type 1 Haircut,MARB01,JJ,1,60,3,4.8,,100,0,,
38351,11/28/2025,Additional colour,GOOL02,JOANNE,1,25,1.25,2,,100,0,,
38351,11/28/2025,Toner Add-on,GOOL02,JOANNE,1,50,2.5,4,,100,0,,
38351,11/28/2025,Blowdry,GOOL02,RYAN,1,60,3,4.8,,100,0,,
38351,11/28/2025,full head highlights,GOOL02,JOANNE,1,190,9.5,15.2,,100,0,,
38352,11/28/2025,Type 2 Haircut,STED03,JJ,1,125,6.25,10,,100,0,,
38353,11/28/2025,Additional colour,STOB03,JOANNE,1,25,1.25,2,,100,0,,
38353,11/28/2025,Color full color,STOB03,JOANNE,1,140,7,11.2,,100,0,,
38354,11/28/2025,Root Touch-up,BURK03,SARAH,1,90,4.5,7.2,,100,0,,
38354,11/28/2025,Toner Add-on,BURK03,SARAH,1,50,2.5,4,,100,0,,
38354,11/28/2025,Type 2 Haircut,BURK03,SARAH,1,90,4.5,7.2,,100,0,,
38354,11/28/2025,full head highlights,BURK03,SARAH,1,170,8.5,13.6,,100,0,,
38355,11/28/2025,Blowdry,GANJ01,GUMI,1,60,3,4.8,,100,0,,
38355,11/28/2025,Root Touch-up,GANJ01,SARAH,1,90,4.5,7.2,,100,0,,
38356,11/28/2025,Type 2 Haircut,DEK01,JJ,1,125,6.25,10,,100,0,,
38357,11/28/2025,Type 2+ Haircut,THO*01,RYAN,1,125,6.25,10,,100,0,,
38358,11/28/2025,Blowdry,GRIF01,JJ,1,70,3.5,5.6,,100,0,,
38358,11/28/2025,BDB reimbursement by house,GRIF01,HOUSE,1,-70,-3.5,-5.6,,100,0,,
38359,11/28/2025,Type 1 Haircut,ABE*01,GUMI,1,50,2.5,4,,100,0,,
38360,11/28/2025,Accent High Lights(under 15foi,HARE02,JOANNE,1,120,6,9.6,,100,0,,
38360,11/28/2025,Root Touch-up,HARE02,JOANNE,1,90,4.5,7.2,,100,0,,
38361,11/28/2025,Type 2 Haircut,COAA01,JJ,1,125,6.25,10,,100,0,,
38362,11/28/2025,Toner Add-on,KRAM05,OLGA,1,50,2.5,4,,100,0,,
38362,11/28/2025,Additional colour,KRAM05,OLGA,1,25,1.25,2,,100,0,,
38362,11/28/2025,Blowdry,KRAM05,OLGA,1,55,2.75,4.4,,100,0,,
38362,11/28/2025,Metal Detox,KRAM05,OLGA,1,35,1.75,2.8,,100,0,,
38362,11/28/2025,Balayage Full,KRAM05,OLGA,1,240,12,19.2,,100,0,,
38362,11/28/2025,Additional colour,KRAM05,OLGA,1,25,1.25,2,,100,0,,
38362,11/28/2025,Additional colour,KRAM05,OLGA,1,25,1.25,2,,100,0,,
38363,11/29/2025,Type 2 Haircut,STOB02,JJ,1,125,6.25,10,,100,0,,
38364,11/29/2025,Heat Tool Finish,KANL05,JJ,1,10,0.5,0.8,,100,0,,
38364,11/29/2025,Blowdry,KANL05,JJ,1,70,3.5,5.6,,100,0,,
38365,11/29/2025,Blowdry,HUDS01,RYAN,1,60,3,4.8,,100,0,,
38366,11/29/2025,Type 1 Haircut,MACG01,JJ,1,80,4,6.4,,100,0,,
38366,11/29/2025,Smooth Sh Medium 200ml,MACG01,JJ,1,36,1.8,2.88,,0,0,,
38367,11/29/2025,Type 1 Haircut,WALJ03,ASAMI,1,60,3,4.8,,100,0,,
38367,11/29/2025,Consultation,WALJ03,HOUSE,1,-60,-3,-4.8,,100,0,,
38368,11/29/2025,full head highlights,WEIE01,JOANNE,1,190,9.5,15.2,,100,0,,
38369,11/29/2025,Type 1 Haircut,CAND01,JJ,1,80,4,6.4,,100,0,,
38369,11/29/2025,camo color,CAND01,JJ,1,50,2.5,4,,100,0,,
38370,11/29/2025,Blowdry,FARS02,ASAMI,1,55,2.75,4.4,,100,0,,
38371,11/29/2025,Toner Add-on,CROE01,OLGA,1,50,2.5,4,,100,0,,
38371,11/29/2025,Additional colour,CROE01,OLGA,1,25,1.25,2,,100,0,,
38371,11/29/2025,Blowdry,CROE01,RYAN,1,60,3,4.8,,100,0,,
38371,11/29/2025,Partial Head highlights,CROE01,OLGA,1,130,6.5,10.4,,100,0,,
38371,11/29/2025,Metal Detox,CROE01,OLGA,1,35,1.75,2.8,,100,0,,
38371,11/29/2025,Additional colour,CROE01,OLGA,1,25,1.25,2,,100,0,,
38372,11/29/2025,Fringe cut,BARH01,MAYUMI,1,20,1,1.6,,100,0,,
38372,11/29/2025,Blowdry,BARH01,MAYUMI,1,55,2.75,4.4,,100,0,,
38372,11/29/2025,PO hydrate con 250ml,BARH01,MAYUMI,1,45,2.25,3.6,,0,0,,
38373,11/29/2025,Color full color,COAJ01,JOANNE,1,140,7,11.2,,100,0,,
38373,11/29/2025,Type 2 Haircut,COAJ01,JJ,1,125,6.25,10,,100,0,,
38373,11/29/2025,metal detox sh 300ml,COAJ01,JJ,1,0,0,0,,0,0,,
38374,11/29/2025,Toner Add-on,SPEJ02,MAYUMI,1,50,2.5,4,,100,0,,
38374,11/29/2025,Type 2 Haircut,SPEJ02,GUMI,1,100,5,8,,100,0,,
38374,11/29/2025,Balayage Full,SPEJ02,MAYUMI,1,240,12,19.2,,100,0,,
38374,11/29/2025,Additional colour,SPEJ02,MAYUMI,1,25,1.25,2,,100,0,,
38375,11/29/2025,Type 1 Haircut,LYNG01,JJ,1,70,3.5,5.6,,100,0,,
38376,11/29/2025,Type 2 Haircut,DUNJ01,MAYUMI,1,90,4.5,7.2,,100,0,,
38379,11/29/2025,Type 2 Haircut,REY*01,GUMI,1,100,5,8,,100,0,,
38379,11/29/2025,Type 2 Haircut,BELN01,ASAMI,1,90,4.5,7.2,,100,0,,
38380,11/29/2025,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
38381,11/29/2025,Type 2 Haircut,BEL*01,RYAN,1,100,5,8,,100,0,,
38381,11/29/2025,PO pure volume con 250ml,BEL*01,RYAN,1,45,2.25,3.6,,0,0,,
38381,11/29/2025,PO Pure Volume sh 250ml,BEL*01,RYAN,1,45,2.25,3.6,,0,0,,
38382,11/29/2025,Type 1 Haircut,STLB01,ASAMI,1,60,3,4.8,,100,0,,
38383,11/29/2025,Blowdry,MICM02,JJ,1,70,3.5,5.6,,100,0,,
38384,11/29/2025,Toner Add-on,MARS09,JOANNE,1,50,2.5,4,,100,0,,
38384,11/29/2025,Olaplex,MARS09,JOANNE,1,35,1.75,2.8,,100,0,,
38384,11/29/2025,Partial Head highlights,MARS09,JOANNE,1,150,7.5,12,,100,0,,
38384,11/29/2025,Toner Add-on,MARS09,JOANNE,1,50,2.5,4,,100,0,,
38385,11/29/2025,Type 2 Haircut,ANCE01,MAYUMI,1,90,4.5,7.2,,100,0,,
38385,11/29/2025,Consultation,ANCE01,HOUSE,1,-90,-4.5,-7.2,,100,0,,
38386,11/29/2025,Blowdry,WONM02,JJ,1,70,3.5,5.6,,100,0,,
38386,11/29/2025,BDB reimbursement by house,WONM02,HOUSE,1,-70,-3.5,-5.6,,100,0,,
38387,11/29/2025,Metal Detox,YEGM01,OLGA,1,35,1.75,2.8,,100,0,,
38387,11/29/2025,Additional colour,YEGM01,OLGA,1,25,1.25,2,,100,0,,
38387,11/29/2025,Toner Add-on,YEGM01,OLGA,1,50,2.5,4,,100,0,,
38387,11/29/2025,Blowdry,YEGM01,OLGA,1,55,2.75,4.4,,100,0,,
38387,11/29/2025,Balayage Full,YEGM01,OLGA,1,240,12,19.2,,100,0,,
38387,11/29/2025,Consultation,YEGM01,HOUSE,1,-405,-20.25,-32.4,,100,0,,
38388,12/02/2025,Type 2 Haircut,CHAA01,JJ,1,125,6.25,10,,100,0,,
38388,12/02/2025,Milbon Gift Bag Regular,CHAA01,JJ,1,69.12,3.456,5.5296,,0,0,,
38389,12/02/2025,Type 2 Haircut,RODB01,SARAH,1,90,4.5,7.2,,100,0,,
38390,12/02/2025,Root Touch-up,BENC01,JOANNE,1,90,4.5,7.2,,100,0,,
38390,12/02/2025,Additional colour,BENC01,JOANNE,1,25,1.25,2,,100,0,,
38390,12/02/2025,Consultation,BENC01,HOUSE,1,-115,-5.75,-9.2,,100,0,,
38392,12/02/2025,Type 2 Haircut,KIRC01,JJ,1,120,6,9.6,,100,0,,
38393,12/02/2025,Root Touch-up,JOHP01,OLGA,1,90,4.5,7.2,,100,0,,
38395,12/02/2025,Blowdry,WOOJ01,GUMI,1,60,3,4.8,,100,0,,
38397,12/02/2025,Type 2 Haircut,FERY01,RYAN,1,100,5,8,,100,0,,
38398,12/02/2025,Type 1 Haircut,JOYK01,ASAMI,1,60,3,4.8,,100,0,,
38399,12/02/2025,Type 2 Haircut,SPEK02,RYAN,1,100,5,8,,100,0,,
38399,12/02/2025,Root Touch-up,SPEK02,SARAH,1,90,4.5,7.2,,100,0,,
38399,12/02/2025,Milbon Treatment Add-on,SPEK02,SARAH,1,65,3.25,5.2,,100,0,,
38401,12/02/2025,Type 2 Haircut,KUCM02,JJ,1,125,6.25,10,,100,0,,
38403,12/02/2025,Root Touch-up,MORC01,OLGA,1,90,4.5,7.2,,100,0,,
38404,12/02/2025,Type 2 Haircut,CHRJ01,JJ,1,125,6.25,10,,100,0,,
38405,12/02/2025,Root Touch-up,WEIA03,SARAH,1,90,4.5,7.2,,100,0,,
38406,12/02/2025,Root Touch-up,SIDA01,SARAH,1,90,4.5,7.2,,100,0,,
38406,12/02/2025,Type 1 Haircut,SIDA01,JJ,1,80,4,6.4,,100,0,,
38407,12/02/2025,Type 2 Haircut,FORS04,JJ,1,125,6.25,10,,100,0,,
38408,12/02/2025,Type 1 Haircut,BUSC01,JJ,1,80,4,6.4,,100,0,,
38409,12/02/2025,Color full color,SHEM03,JOANNE,1,140,7,11.2,,100,0,,
38409,12/02/2025,Partial Head highlights,SHEM03,JOANNE,1,150,7.5,12,,100,0,,
38409,12/02/2025,Type 2 Haircut,SHEM03,RYAN,1,100,5,8,,100,0,,
38410,12/02/2025,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
38412,12/02/2025,Blowdry,CHAJ04,MAYUMI,1,55,2.75,4.4,,100,0,,
38413,12/02/2025,Blowdry,SRIS01,GUMI,1,60,3,4.8,,100,0,,
38414,12/02/2025,Type 2 Haircut,HILE01,JJ,1,125,6.25,10,,100,0,,
38415,12/02/2025,Type 2 Haircut,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
38415,12/02/2025,Root Touch-up,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
38415,12/02/2025,Olaplex,BRAN03,OLGA,1,35,1.75,2.8,,100,0,,
38416,12/02/2025,Type 1 Haircut,LIUJ01,ASAMI,1,40,2,3.2,,100,0,,
38417,12/02/2025,Type 2 Haircut,ROUH01,SARAH,1,90,4.5,7.2,,100,0,,
38417,12/02/2025,Type 2 Haircut,ROUL01,SARAH,1,90,4.5,7.2,,100,0,,
38418,12/02/2025,Type 2 Haircut,WILI01,MAYUMI,1,90,4.5,7.2,,100,0,,
38419,12/02/2025,Type 1 Haircut,DAVA06,ASAMI,1,60,3,4.8,,100,0,,
38420,12/02/2025,Type 2 Haircut,WILE03,GUMI,1,100,5,8,,100,0,,
38421,12/02/2025,Type 1 Haircut,POOD01,JJ,1,70,3.5,5.6,,100,0,,
38422,12/02/2025,redo,MARS09,JOANNE,1,0,0,0,,100,0,,
38423,12/03/2025,Type 2+ Haircut,POSA01,JJ,1,150,7.5,12,,100,0,,
38424,12/03/2025,Color full color,STOB02,JOANNE,1,140,7,11.2,,100,0,,
38425,12/03/2025,Type 2 Haircut,MAKF01,JJ,1,125,6.25,10,,100,0,,
38426,12/03/2025,Blowdry,YOUK01,SARAH,1,50,2.5,4,,100,0,,
38426,12/03/2025,Partial Head highlights,YOUK01,SARAH,1,130,6.5,10.4,,100,0,,
38426,12/03/2025,Toner Add-on,YOUK01,SARAH,1,50,2.5,4,,100,0,,
38427,12/03/2025,Type 2 Haircut,FREK01,ASAMI,1,90,4.5,7.2,,100,0,,
38427,12/03/2025,CS molding wax5 100g,FREK01,ASAMI,1,36,1.8,2.88,,0,0,,
38428,12/03/2025,Blowdry,MILC02,RYAN,1,60,3,4.8,,100,0,,
38429,12/03/2025,Additional colour,RONA02,OLGA,1,25,1.25,2,,100,0,,
38429,12/03/2025,Root Touch-up,RONA02,OLGA,1,90,4.5,7.2,,100,0,,
38430,12/03/2025,Type 2 Haircut,DUPB01,JJ,1,125,6.25,10,,100,0,,
38431,12/03/2025,Root Touch-up,PHIJ01,OLGA,1,90,4.5,7.2,,100,0,,
38431,12/03/2025,Moisture Replenishing Sh 200ml,PHIJ01,OLGA,1,36,1.8,2.88,,0,0,,
38432,12/03/2025,Type 2 Haircut,ROTM03,JJ,1,125,6.25,10,,100,0,,
38432,12/03/2025,Toner Add-on,ROTM03,JOANNE,1,50,2.5,4,,100,0,,
38432,12/03/2025,Partial Head highlights,ROTM03,JOANNE,1,150,7.5,12,,100,0,,
38433,12/03/2025,Type 1 Haircut,NEAN01,ASAMI,1,60,3,4.8,,100,0,,
38435,12/03/2025,Toner Add-on,ANDD02,SARAH,1,50,2.5,4,,100,0,,
38435,12/03/2025,Root Touch-up(Bleach/HighLift),ANDD02,SARAH,1,100,5,8,,100,0,,
38436,12/03/2025,Type 1 Haircut,MAUD01,JJ,1,80,4,6.4,,100,0,,
38437,12/03/2025,Consultation,BAYB01,JJ,1,0,0,0,,100,0,,
38437,12/03/2025,PO Hydrate sheer sh 250ml,BAYB01,JJ,1,45,2.25,3.6,,0,0,,
38437,12/03/2025,PO hydrate sheer con 250ml,BAYB01,JJ,1,45,2.25,3.6,,0,0,,
38438,12/03/2025,Root Touch-up,ROSM01,JOANNE,1,90,4.5,7.2,,100,0,,
38438,12/03/2025,Blowdry,ROSM01,RYAN,1,60,3,4.8,,100,0,,
38439,12/03/2025,Type 1 Haircut,TATS01,JJ,1,80,4,6.4,,100,0,,
38440,12/03/2025,Blowdry,MICM02,OLGA,1,55,2.75,4.4,,100,0,,
38440,12/03/2025,Root Touch-up,MICM02,OLGA,1,90,4.5,7.2,,100,0,,
38440,12/03/2025,Additional colour,MICM02,OLGA,1,25,1.25,2,,100,0,,
38441,12/03/2025,Type 1 Haircut,KEOJ01,ASAMI,1,60,3,4.8,,100,0,,
38442,12/03/2025,Type 1 Haircut,PALA01,OLGA,1,55,2.75,4.4,,100,0,,
38442,12/03/2025,Root Touch-up,PALA01,OLGA,1,90,4.5,7.2,,100,0,,
38442,12/03/2025,olaplex6 bond smoother,PALA01,OLGA,1,36.45,1.8225,2.916,,0,0,,
38442,12/03/2025,PO hydrate sheer con 250ml,PALA01,OLGA,1,45,2.25,3.6,,0,0,,
38443,12/03/2025,Type 2 Haircut,ELLP01,JJ,1,125,6.25,10,,100,0,,
38444,12/03/2025,Type 2 Haircut,MOH*01,GUMI,1,100,5,8,,100,0,,
38445,12/03/2025,Type 2 Haircut,KIDN02,OLGA,1,90,4.5,7.2,,100,0,,
38445,12/03/2025,Milbon Treatment Add-on,KIDN02,OLGA,1,65,3.25,5.2,,100,0,,
38446,12/03/2025,Milbon Treatment Add-on,FITM01,ASAMI,1,65,3.25,5.2,,100,0,,
38446,12/03/2025,Type 2 Haircut,FITM01,ASAMI,1,90,4.5,7.2,,100,0,,
38447,12/03/2025,Type 2 Haircut,SPEK01,JJ,1,125,6.25,10,,100,0,,
38448,12/03/2025,Type 1 Haircut,CHAD04,RYAN,1,60,3,4.8,,100,0,,
38449,12/03/2025,Type 2 Haircut,COOC02,OLGA,1,90,4.5,7.2,,100,0,,
38450,12/03/2025,Type 2 Haircut,LEJ01,ASAMI,1,80,4,6.4,,100,0,,
38452,12/03/2025,Type 2 Haircut,LAGJ01,JJ,1,125,6.25,10,,100,0,,
38453,12/03/2025,Blowdry,TINA02,GUMI,1,60,3,4.8,,100,0,,
38453,12/03/2025,Root Touch-up,TINA02,GUMI,1,90,4.5,7.2,,100,0,,
38453,12/03/2025,Additional colour,TINA02,GUMI,1,25,1.25,2,,100,0,,
38454,12/03/2025,Type 2 Haircut,LEIJ02,JJ,1,125,6.25,10,,100,0,,
38455,12/04/2025,Blowdry,COLG01,JJ,1,70,3.5,5.6,,100,0,,
38456,12/04/2025,Type 2 Haircut,HOUA02,ASAMI,1,90,4.5,7.2,,100,0,,
38458,12/04/2025,Type 2 Haircut,GOLG02,JJ,1,125,6.25,10,,100,0,,
38459,12/04/2025,Toner/gloss Stand Alone,CANJ01,MAYUMI,1,85,4.25,6.8,,100,0,,
38459,12/04/2025,Type 2 Haircut,CANJ01,JJ,1,125,6.25,10,,100,0,,
38459,12/04/2025,Smooth Oil Coarse 120ml,CANJ01,JJ,2,89.6,4.48,7.168,,0,0,,
38460,12/04/2025,Type 1 Haircut,FLAD01,ASAMI,1,60,3,4.8,,100,0,,
38461,12/04/2025,Type 1 Haircut,MARA09,GUMI,1,65,3.25,5.2,,100,0,,
38464,12/04/2025,Type 2 Haircut,WEEJ01,JJ,1,125,6.25,10,,100,0,,
38465,12/04/2025,Color full color,FLAS01,JOANNE,1,140,7,11.2,,100,0,,
38465,12/04/2025,Type 1 Haircut,FLAS01,JJ,1,80,4,6.4,,100,0,,
38465,12/04/2025,Thickening Mist4 190ml,FLAS01,JJ,1,40.5,2.025,3.24,,0,0,,
38466,12/04/2025,Type 2 Haircut,AENS01,JJ,1,125,6.25,10,,100,0,,
38466,12/04/2025,Partial Head highlights,AENS01,SARAH,1,130,6.5,10.4,,100,0,,
38466,12/04/2025,Toner Add-on,AENS01,SARAH,1,50,2.5,4,,100,0,,
38467,12/04/2025,Blowdry,PEEA02,MAYUMI,1,55,2.75,4.4,,100,0,,
38467,12/04/2025,Toner Add-on,PEEA02,MAYUMI,1,50,2.5,4,,100,0,,
38467,12/04/2025,full head highlights,PEEA02,MAYUMI,1,170,8.5,13.6,,100,0,,
38469,12/04/2025,MK Hair Botox with home care,MORB01,OLGA,1,400,20,32,,100,0,,
38470,12/04/2025,Blowdry,CADF01,ASAMI,1,55,2.75,4.4,,100,0,,
38473,12/04/2025,Type 2 Haircut,KALA01,JJ,1,125,6.25,10,,100,0,,
38473,12/04/2025,Milbon Gift Bag ReAwaken,KALA01,JJ,1,82.08,4.104,6.5664,,0,0,,
38474,12/04/2025,Type 2 Haircut,OREI01,MAYUMI,1,90,4.5,7.2,,100,0,,
38475,12/04/2025,Milbon Treatment Add-on,DUCY01,OLGA,1,65,3.25,5.2,,100,0,,
38475,12/04/2025,Type 2 Haircut,DUCY01,OLGA,1,90,4.5,7.2,,100,0,,
38475,12/04/2025,Additional colour,DUCY01,OLGA,1,25,1.25,2,,100,0,,
38475,12/04/2025,Toner/gloss Stand Alone,DUCY01,OLGA,1,85,4.25,6.8,,100,0,,
38476,12/04/2025,Root Touch-up,SCOP01,SARAH,1,90,4.5,7.2,,100,0,,
38476,12/04/2025,Toner Add-on,SCOP01,SARAH,1,50,2.5,4,,100,0,,
38476,12/04/2025,Type 2 Haircut,SCOP01,JJ,1,105,5.25,8.4,,100,0,,
38476,12/04/2025,Accent High Lights(under 15foi,SCOP01,SARAH,1,100,5,8,,100,0,,
38478,12/04/2025,Type 1 Haircut,SINW01,MAYUMI,1,55,2.75,4.4,,100,0,,
38479,12/04/2025,full head highlights,BREH01,JOANNE,1,190,9.5,15.2,,100,0,,
38479,12/04/2025,Type 2 Haircut,BREH01,JJ,1,125,6.25,10,,100,0,,
38480,12/04/2025,Partial Head highlights,WILS06,JOANNE,1,150,7.5,12,,100,0,,
38480,12/04/2025,Toner Add-on,WILS06,JOANNE,1,50,2.5,4,,100,0,,
38481,12/04/2025,Blowdry,DUB*01,ASAMI,1,55,2.75,4.4,,100,0,,
38482,12/04/2025,Additional colour,CARC02,OLGA,1,25,1.25,2,,100,0,,
38482,12/04/2025,Root Touch-up,CARC02,OLGA,1,90,4.5,7.2,,100,0,,
38484,12/04/2025,Type 1 Haircut,MCI*01,GUMI,1,65,3.25,5.2,,100,0,,
38485,12/04/2025,Blowdry,CAVV01,MAYUMI,1,55,2.75,4.4,,100,0,,
38485,12/04/2025,Toner Add-on,CAVV01,MAYUMI,1,50,2.5,4,,100,0,,
38485,12/04/2025,Root Touch-up,CAVV01,MAYUMI,1,90,4.5,7.2,,100,0,,
38486,12/04/2025,Milbon Gift Bag ReAwaken,WALK_IN,MAYUMI,1,82.08,4.104,6.5664,,0,0,,
38487,12/04/2025,Type 1 Haircut,SCHJ01,JJ,1,70,3.5,5.6,,100,0,,
38487,12/04/2025,camo color,SCHJ01,JJ,1,50,2.5,4,,100,0,,
38488,12/04/2025,Root Touch-up,MALS05,MAYUMI,1,90,4.5,7.2,,100,0,,
38488,12/04/2025,Blowdry,MALS05,MAYUMI,1,55,2.75,4.4,,100,0,,
38489,12/04/2025,Type 2 Haircut,ANGM01,JJ,1,125,6.25,10,,100,0,,
38490,12/04/2025,OG brush speed 45mm,WALK_IN,MAYUMI,2,71.82,3.591,5.7456,,0,0,,
38490,12/04/2025,olaplex 4 shampoo250ml,WALK_IN,MAYUMI,1,36.45,1.8225,2.916,,0,0,,
38490,12/04/2025,olaplex7 bonding oil 30ml,WALK_IN,MAYUMI,1,36.45,1.8225,2.916,,0,0,,
38491,12/04/2025,Toner Add-on,LEHF01,SARAH,1,50,2.5,4,,100,0,,
38491,12/04/2025,Partial Head highlights,LEHF01,SARAH,1,130,6.5,10.4,,100,0,,
38492,12/05/2025,Blowdry,MACJ07,RYAN,1,60,3,4.8,,100,0,,
38493,12/05/2025,Type 2 Haircut,WESH01,JJ,1,115,5.75,9.2,,100,0,,
38494,12/05/2025,Blowdry,STER02,GUMI,1,60,3,4.8,,100,0,,
38495,12/05/2025,Type 1 Haircut,SLEA01,JJ,1,70,3.5,5.6,,100,0,,
38496,12/05/2025,Type 1 Haircut,LEHJ01,JJ,1,70,3.5,5.6,,100,0,,
38498,12/05/2025,Blowdry,PALC02,GUMI,1,60,3,4.8,,100,0,,
38499,12/05/2025,Type 2 Haircut,MACD04,OLGA,1,90,4.5,7.2,,100,0,,
38499,12/05/2025,Heat Tool Finish,MACD04,OLGA,1,10,0.5,0.8,,100,0,,
38500,12/05/2025,Type 1 Haircut,MEAN01,RYAN,1,60,3,4.8,,100,0,,
38501,12/05/2025,Blowdry,ZEND01,GUMI,1,60,3,4.8,,100,0,,
38501,12/05/2025,Partial Head highlights,ZEND01,SARAH,1,130,6.5,10.4,,100,0,,
38501,12/05/2025,Toner Add-on,ZEND01,SARAH,1,50,2.5,4,,100,0,,
38502,12/05/2025,Root Touch-up,CANM01,SARAH,1,90,4.5,7.2,,100,0,,
38503,12/05/2025,Type 2 Haircut,GUEM01,MAYUMI,1,90,4.5,7.2,,100,0,,
38503,12/05/2025,M Reawaken Renewing Primer 120,GUEM01,MAYUMI,1,54,2.7,4.32,,0,0,,
38504,12/05/2025,Type 1 Haircut,FINW01,RYAN,1,60,3,4.8,,100,0,,
38505,12/05/2025,Toner Add-on,MAYP01,JOANNE,1,50,2.5,4,,100,0,,
38505,12/05/2025,Type 2 Haircut,MAYP01,JJ,1,125,6.25,10,,100,0,,
38505,12/05/2025,Color full color,MAYP01,JOANNE,1,140,7,11.2,,100,0,,
38505,12/05/2025,Toner Add-on,MAYP01,JOANNE,1,50,2.5,4,,100,0,,
38505,12/05/2025,Partial Head highlights,MAYP01,JOANNE,1,150,7.5,12,,100,0,,
38505,12/05/2025,Milbon Gift Bag Regular,MAYP01,JJ,1,69.12,3.456,5.5296,,0,0,,
38506,12/05/2025,Blowdry,SRIS01,GUMI,1,60,3,4.8,,100,0,,
38506,12/05/2025,Heat Tool Finish,SRIS01,GUMI,1,10,0.5,0.8,,100,0,,
38507,12/05/2025,Root Touch-up,LEEM01,JOANNE,1,90,4.5,7.2,,100,0,,
38507,12/05/2025,Type 2 Haircut,LEEM01,JJ,1,125,6.25,10,,100,0,,
38508,12/05/2025,Type 1 Haircut,NARB01,RYAN,1,60,3,4.8,,100,0,,
38509,12/05/2025,Milbon Treatment Add-on,DOBL01,MAYUMI,1,65,3.25,5.2,,100,0,,
38509,12/05/2025,Type 2 Haircut,DOBL01,MAYUMI,1,90,4.5,7.2,,100,0,,
38510,12/05/2025,Type 2 Haircut,EZIR01,JJ,1,115,5.75,9.2,,100,0,,
38511,12/05/2025,Type 1 Haircut,GERI01,RYAN,1,60,3,4.8,,100,0,,
38513,12/05/2025,Type 2 Haircut,VERA01,GUMI,1,100,5,8,,100,0,,
38514,12/05/2025,Metal Detox,COMJ01,OLGA,1,35,1.75,2.8,,100,0,,
38514,12/05/2025,Toner Add-on,COMJ01,OLGA,1,50,2.5,4,,100,0,,
38514,12/05/2025,Additional colour,COMJ01,OLGA,1,25,1.25,2,,100,0,,
38514,12/05/2025,full head highlights,COMJ01,OLGA,1,170,8.5,13.6,,100,0,,
38516,12/05/2025,Type 1 Haircut,OHAG01,JJ,1,70,3.5,5.6,,100,0,,
38517,12/05/2025,Blowdry,HEMJ01,RYAN,1,60,3,4.8,,100,0,,
38518,12/05/2025,Toner Add-on,LEGL03,JOANNE,1,50,2.5,4,,100,0,,
38518,12/05/2025,full head highlights,LEGL03,JOANNE,1,190,9.5,15.2,,100,0,,
38518,12/05/2025,Blowdry,LEGL03,OLGA,1,55,2.75,4.4,,100,0,,
38519,12/05/2025,Root Touch-up,MCGR01,JOANNE,1,90,4.5,7.2,,100,0,,
38519,12/05/2025,Blowdry,MCGR01,RYAN,1,60,3,4.8,,100,0,,
38520,12/05/2025,Type 1 Haircut,YOUS01,GUMI,1,65,3.25,5.2,,100,0,,
38521,12/05/2025,Olaplex,GLOC01,SARAH,1,35,1.75,2.8,,100,0,,
38521,12/05/2025,Toner Add-on,GLOC01,SARAH,1,50,2.5,4,,100,0,,
38521,12/05/2025,Type 2 Haircut,GLOC01,JJ,1,125,6.25,10,,100,0,,
38521,12/05/2025,Partial Head highlights,GLOC01,SARAH,1,130,6.5,10.4,,100,0,,
38523,12/05/2025,Type 2 Haircut,WEAA01,RYAN,1,100,5,8,,100,0,,
38523,12/05/2025,Type 2 Haircut,WEAD01,GUMI,1,100,5,8,,100,0,,
38526,12/05/2025,Type 2 Haircut,SHAI01,OLGA,1,90,4.5,7.2,,100,0,,
